sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:unit,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer;;;;;
NPU03695,Urine in Patient volume,609462,,millilitre,0.57,APPROVED,EQUAL,Tomer Sagi,1727447605326,3036603,Volume of Urine,Measurement,MAPS_TO,,Tomer Sagi,1727447271614,;;;;;
NPU28820,Carbon dioxide in Plasma central venous blood gas tension,117492,,kilopascal,0.58,APPROVED,EQUAL,Tomer Sagi,1727447734865,1616989,Carbon dioxide [Partial pressure] in Central venous blood,Measurement,MAPS_TO,,<auto>,1727445380142,;;;;;
NPU17139,Carbon dioxide in Plasma cord Blood; arterial Blood gas tension,173797,,kilopascal,0.54,APPROVED,EQUAL,Tomer Sagi,1727447742099,3003932,Carbon dioxide [Partial pressure] in Arterial cord blood,Measurement,MAPS_TO,,<auto>,1727445381069,;;;;
NPU08694,Reticulocytes in Blood number concentration,6313116,,10<sup>9</sup> per litre,0.52,APPROVED,EQUAL,Tomer Sagi,1727963099650,3023520,Reticulocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727963097109,;;;;;
NPU19947,Cyclic citrullinated peptide antibody in Plasma arbitrary substance concentration,959259,,(procedure defined unit),0.53,APPROVED,EQUAL,Tomer Sagi,1729846415126,4228925,Cyclic citrullinated peptide antibody,Observation,MAPS_TO, PDU: https://www.gentoftehospital.dk/afdelinger-og-klinikker/klinisk-biokemisk-afdeling/metodeblade/C/Cyclisk%20citrullineret%20peptid%20antistof%20(Plasma).pdf,Tomer Sagi,1729846388983,;;;;;
NPU19653,Amylase; pancreatic type in Plasma catalytic-activity concentration,9854718,,Unit per litre,0.36,APPROVED,EQUAL,Tomer Sagi,1727534834270,3016417,Amylase.pancreatic [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727534785621,;;;;
NPU03943,Lactate in Plasma arterial Blood substance concentration,7985329,,millimole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727942942266,3020410,Lactate [Moles/volume] in Arterial plasma,Measurement,MAPS_TO,,Tomer Sagi,1727942941441,;;;;;
NPU16407,Rheumatoid factor in Plasma arbitrary substance concentration,245672,,10Â³ international unit per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727963133157,3021614,Rheumatoid factor [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445859482,;;;;;
NPU12518,Base excess in Plasma arterial Blood substance concentration,1649247,,millimole per litre,0.64,APPROVED,EQUAL,Tomer Sagi,1727537032980,3003396,Base excess in Arterial blood by calculation,Measurement,MAPS_TO,,<auto>,1727445860614,;;;;;
NPU01567,Cholesterol+ester; in HDL in Plasma substance concentration,25769393,,millimole per litre,0.51,APPROVED,EQUAL,Tomer Sagi,1730042543730,3023602,Cholesterol in HDL [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727543587961,;;;;
NPU19651,Alanine transaminase in Plasma catalytic-activity concentration,56816507,,Unit per litre,0.36,APPROVED,EQUAL,Tomer Sagi,1727531910914,3006923,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727531837802,;;;;;
NPU10029,Carbon dioxide in Plasma venous Blood gas tension,948683,,kilopascal,0.53,APPROVED,EQUAL,Tomer Sagi,1727542998536,3021447,Carbon dioxide [Partial pressure] in Venous blood,Measurement,MAPS_TO,,<auto>,1727445861928,;;;;;
NPU02647,Magnesium in Plasma substance concentration,6181884,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727945196420,3012095,Magnesium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727945194602,;;;;;
NPU53077,Alkaline phosphatase in Plasma catalytic-activity concentration,9348133,,Unit per litre,0.47,APPROVED,EQUAL,Tomer Sagi,1727533313917,3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445864495,;;;;;
NPU18162,Erythrocyte volumes in Erythrocytes Blood relative distribution width,7687214,,,0.73,APPROVED,EQUAL,Tomer Sagi,1727549218934,3002888,Erythrocyte distribution width [Entitic volume],Measurement,MAPS_TO,,<auto>,1727445865069,;;;;;
NPU01459,Carbamide in Plasma substance concentration,24257260,,millimole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727542734810,3024641,Urea nitrogen [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727542733508,;;;;;
NPU27385,Anti-Mullerian Hormone in Plasma substance concentration,239838,,picomole per litre,0.37,APPROVED,EQUAL,Tomer Sagi,1727535292393,3049799,Mullerian inhibiting substance [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727535289912,;;;;;
NPU02618,Lutropin in Plasma arbitrary substance concentration,947481,,international unit per litre,0.43,APPROVED,EQUAL,Tomer Sagi,1727945158488,3009214,Lutropin [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727945155578,;;;;;
NPU03404,Sedimentation reaction in Blood length,1619895,,millimetre,0.38,APPROVED,EQUAL,Tomer Sagi,1727963492002,3015183,Erythrocyte sedimentation rate,Measurement,MAPS_TO,,Tomer Sagi,1727963483261,;;;;;
NPU03568,Thrombocytes in Blood number concentration,55398587,,10<sup>9</sup> per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727965889971,3007461,Platelets [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727965849596,;;;;;
NPU19656,Creatine kinase in Plasma catalytic-activity concentration,5960377,,Unit per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727545846669,3007220,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727545838436,;;;;;
NPU02320,Haemoglobin in Erythrocytes Blood entitic amount-of-substance,8680192,,femtomole,0.45,APPROVED,EQUAL,Tomer Sagi,1727872905539,3035941,MCH [Entitic mass],Measurement,MAPS_TO,,Tomer Sagi,1727872904213,;;;;;
NPU01944,Erythrocytes in Blood entitic volume,22545378,,femtolitre,0.59,APPROVED,EQUAL,Tomer Sagi,1727549077234,3024731,MCV [Entitic volume],Measurement,MAPS_TO,,Tomer Sagi,1727549068504,;;;;;
NPU18878,Coagulation; tissue factor-induced in Plasma arbitrary substance concentration,7656638,,(procedure defined unit),0.35,APPROVED,EQUAL,Tomer Sagi,1730034748378,3023542,Prothrombin index in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,unit is a ratio by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU18878,Tomer Sagi,1730034531968,;;;;
NPU08910,Glucose in Plasma substance concentration,238240,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445875431,;;;;;
NPU02349,Hepatitis B virus s antigen in Plasma arbitrary concentration,1549355,,,0.49,APPROVED,EQUAL,Tomer Sagi,1730010313734,3019284,Hepatitis B virus surface Ag [Presence] in Serum,Measurement,MAPS_TO,presence by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU02349,Tomer Sagi,1727937871228,;;;;;
NPU01470,Carbon dioxide in Plasma arterial Blood gas tension,8586685,,kilopascal,0.58,APPROVED,EQUAL,Tomer Sagi,1727542989967,3027946,Carbon dioxide [Partial pressure] in Arterial blood,Measurement,MAPS_TO,,Tomer Sagi,1727542988571,;;;;;
NPU04169,Calcium in Plasma substance concentration,5868309,,millimole per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727541207301,3015377,Calcium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727538104999,;;;;;
NPU02409,Hydrogen carbonate in Plasma arterial Blood substance concentration,944577,,millimole per litre,0.37,APPROVED,WIDER,Tomer Sagi,1727939412544,3016293,Bicarbonate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727939410827,;;;;;
NPU04094,Triglyceride in Plasma substance concentration,21863547,,millimole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727978649351,3025839,Triglyceride [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727978647793,;;;;;
NPU03096,Phosphate(P; inorganic) in Plasma  substance concentration,7437337,,millimole per litre,0.28,APPROVED,EQUAL,Tomer Sagi,1727951726311,3003458,Phosphate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445879597,;;;;
NPU12474,Hydrogen ion in Plasma arterial Blood pH,8565701,,,0.56,APPROVED,EQUAL,Tomer Sagi,1730010333603,3019977,pH of Arterial blood,Measurement,MAPS_TO,,Tomer Sagi,1727939829746,;;;;;
NPU27501,Troponin T; cardiac muscle in Plasma mass concentration,1502203,,nanogram per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727978837943,3019800,Troponin T.cardiac [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727978836149,;;;;
NPU03356,Reticulocytes in Erythrocytes Blood number fraction,943224,,10<sup>-3</sup>,0.66,APPROVED,EQUAL,Tomer Sagi,1727963113912,3027945,Reticulocytes/100 erythrocytes in Blood,Measurement,MAPS_TO,,<auto>,1727445882393,;;;;;
NPU19658,L-Lactate dehydrogenase in Plasma catalytic-activity concentration,21641056,,Unit per litre,0.43,APPROVED,EQUAL,Tomer Sagi,1727944262832,3016436,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445883548,;;;;;
NPU19748,C-reactive protein in Plasma mass concentration,53579794,,milligram per litre,0.47,APPROVED,EQUAL,Tomer Sagi,1727545690216,3020460,C reactive protein [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727545688946,;;;;;
NPU01943,Erythroblasts in Blood number concentration,1490748,,10<sup>9</sup> per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727548691813,3001490,Nucleated erythrocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727548687509,;;;;;
NPU18016,Creatininium in Plasma substance concentration,50587246,,micromole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727546276970,3020564,Creatinine [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727546273554,;;;;;
NPU19649,Human immunodeficiency virus 1+2 in Plasma arbitrary concentration,1466919,,,0.51,APPROVED,NARROWER,Tomer Sagi,1727938910690,3011325,HIV 1+2 Ab [Presence] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727938904653,;;;;;
NPU19673,Albumin in Plasma mass concentration,48130251,,gram per litre,0.54,APPROVED,EQUAL,Tomer Sagi,1727532165800,3024561,Albumin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727532163985,;;;;;
NPU01685,Coagulation; tissue factor-induced in Plasma relative time,21057959,,,0.36,APPROVED,EQUAL,Tomer Sagi,1727545260591,3033658,Prothrombin time (PT) actual/Normal,Measurement,MAPS_TO,,Tomer Sagi,1727545259009,;;;;
NPU14566,Transglutaminase antibody in Plasma arbitrary substance concentration,885038,,(procedure defined unit),0.41,APPROVED,EQUAL,Tomer Sagi,1727977542633,3019050,Tissue transglutaminase IgA Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727977539784,;;;;;
NPU01961,Erythrocytes in Blood volume fraction,18444453,,,0.59,APPROVED,EQUAL,Tomer Sagi,1727549155335,3009542,Hematocrit [Volume Fraction] of Blood,Measurement,MAPS_TO,,Tomer Sagi,1727549153570,;;;;;
NPU02636,Lymphocytes in Blood number concentration,38241931,,10<sup>9</sup> per litre,0.55,APPROVED,EQUAL,Tomer Sagi,1727945176981,3019198,Lymphocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727945175182,;;;;;
NPU19676,Albumin in Urine mass concentration,882459,,gram per litre,0.56,APPROVED,EQUAL,Tomer Sagi,1727532844063,3012516,Albumin [Mass/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727532842847,;;;;;
NPU01568,Cholesterol+ester; in LDL in Plasma substance concentration,17985066,,millimole per litre,0.44,APPROVED,EQUAL,Tomer Sagi,1730042587211,3001308,Cholesterol in LDL [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727543715307,;;;;
NPU02840,Monocytes in Blood number concentration,37806728,,10<sup>9</sup> per litre,0.51,APPROVED,EQUAL,Tomer Sagi,1727946120961,3001604,Monocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727946119963,;;;;;
NPU02780,Methylmalonate in Plasma substance concentration,838031,,micromole per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727945941000,3016426,Methylmalonate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727945939435,;;;;;
NPU01349,Basophilocytes in Blood number concentration,37783817,,10<sup>9</sup> per litre,0.51,APPROVED,EQUAL,Tomer Sagi,1727537078544,3006315,Basophils [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727537075111,;;;;;
NPU21531,Glucose in Plasma venous Blood substance concentration,832297,,millimole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727531639310,3038515,Glucose [Moles/volume] in Venous blood,Measurement,MAPS_TO,,Tomer Sagi,1727531638064,;;;;;
NPU04998,Creatininium in Plasma substance concentration,36355217,,micromole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727546284930,3020564,Creatinine [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727546283098,;;;;;
NPU27783,Alkaline phosphatase in Plasma catalytic-activity concentration,32190013,,Unit per litre,0.47,APPROVED,EQUAL,Tomer Sagi,1727533314761,3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445904997,;;;;;
