source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
Drug 500678,0,VNR,SAROTEN RETARD (50 MG ),40162728,RxNorm,2024-05-13,,
Drug 92817,0,VNR,ZANIDIP (10 MG ),19017656,RxNorm,2024-05-13,,
Drug 586602,0,VNR,ZYRTEC (10 MG ),40228214,RxNorm,2024-05-13,,
Drug 1549,0,VNR,NEXIUM (40 MG ),904458,RxNorm,2024-05-13,,
Drug 5494,0,VNR,OFTAGEL (25 MG/G ),43149380,RxNorm Extension,2024-05-13,,
Drug 76259,0,VNR,VIZARSIN (50 MG ),19079498,RxNorm,2024-05-13,,
Drug 52100,0,VNR,DURA-ZOK (50 MG ),40167216,RxNorm,2024-05-13,,
Drug 497077,0,VNR,"CITALOPRAM ""ORIFARM"" (10 MG )",797632,RxNorm,2024-05-13,,
Drug 25090,0,VNR,LEVEMIR FLEXPEN (100 E/ML ),1516978,RxNorm,2024-05-13,,
Drug 19239,0,VNR,AMLOKAMMAN (10 MG ),19073093,RxNorm,2024-05-13,,
Drug 147934,0,VNR,CARDOPAX (5 MG ),19080095,RxNorm,2024-05-13,,
Drug 467894,0,VNR,GYNERGEN COMP. (2 +100 +100 +025 MG ),923672,RxNorm,2024-05-13,,
Drug 467894,0,VNR,GYNERGEN COMP. (2 +100 +100 +025 MG ),1139699,RxNorm,2024-05-13,,
Drug 467894,0,VNR,GYNERGEN COMP. (2 +100 +100 +025 MG ),1134439,RxNorm,2024-05-13,,
Drug 467894,0,VNR,GYNERGEN COMP. (2 +100 +100 +025 MG ),1145379,RxNorm,2024-05-13,,
Drug 545160,0,VNR,CYCLO-PROGYNON (NA ),21148852,RxNorm Extension,2024-05-13,,
Drug 25142,0,VNR,LOCOID CRELO (01% ),975125,RxNorm,2024-05-13,,
Drug 173413,0,VNR,"METFORMIN ""SANDOZ"" (500 MG )",40164929,RxNorm,2024-05-13,,
Drug 17244,0,VNR,MINULET (NA ),40039760,RxNorm,2024-05-13,,
Drug 86471,0,VNR,FEMIGEN (150+20 MIKROGRAM ),1549852,RxNorm,2024-05-13,,
Drug 511329,0,VNR,TRISEKVENS FORTE (NA ),1548195,RxNorm,2024-05-13,,
Drug 511329,0,VNR,TRISEKVENS FORTE (NA ),1548195,RxNorm,2024-05-13,,
Drug 511329,0,VNR,TRISEKVENS FORTE (NA ),1521369,RxNorm,2024-05-13,,
Drug 46869,0,VNR,"SUMATRIPTAN ""MYLAN"" (50 MG )",1140650,RxNorm,2024-05-13,,
Drug 114173,0,VNR,LANZO (15 MG ),929953,RxNorm,2024-05-13,,
Drug 437043,0,VNR,MECASTRIN (2 MG ),19022946,RxNorm,2024-05-13,,
Drug 104489,0,VNR,MINIRIN (10 MIKROGRAM/DOSIS ),19135602,RxNorm,2024-05-13,,
Drug 579147,0,VNR,"MIRTAZAPIN ""ORION"" (15 MG )",725178,RxNorm,2024-05-13,,
Drug 108332,0,VNR,TETRAGYNON (NA ),1549823,RxNorm,2024-05-13,,
Drug 77397,0,VNR,"TRANDOLAPRIL ""ORIFARM"" (2 MG )",1342476,RxNorm,2024-05-13,,
Drug 402972,0,VNR,HJERTEALBYL (75 MG ),19003088,RxNorm,2024-05-13,,
Drug 74224,0,VNR,"LANSOPRAZOL ""ORIFARM"" (30 MG )",929889,RxNorm,2024-05-13,,
Drug 7735,0,VNR,XYZAL (5 MG ),40163630,RxNorm,2024-05-13,,
Drug 74215,0,VNR,"LANSOPRAZOL ""ORIFARM"" (30 MG )",929889,RxNorm,2024-05-13,,
Drug 175974,0,VNR,"RAMIPRIL ""KRKA"" (5 MG )",1334492,RxNorm,2024-05-13,,
Drug 40261,0,VNR,VOLMAX (8 MG ),1154457,RxNorm,2024-05-13,,
Drug 396787,0,VNR,"LANSOPRAZOL ""RIVOPHARM"" (30 MG )",929889,RxNorm,2024-05-13,,
Drug 167064,0,VNR,PERILAX (5 MG ),19074247,RxNorm,2024-05-13,,
Drug 470708,0,VNR,IPREN (200 MG ),19078461,RxNorm,2024-05-13,,
Drug 578081,0,VNR,"CITALOPRAM ""ORION"" (10 MG )",797632,RxNorm,2024-05-13,,
Drug 100814,0,VNR,"RISPERIDON ""ACTAVIS"" (05 MG )",736021,RxNorm,2024-05-13,,
Drug 512491,0,VNR,"VEPICOMBIN ""DAK"" (1 MILL. IE )",1729720,RxNorm,2024-05-13,,
Drug 512491,0,VNR,"VEPICOMBIN ""DAK"" (1 MILL. IE )",1729720,RxNorm,2024-05-13,,
Drug 34589,0,VNR,PANODIL RETARD (500 MG ),40005659,RxNorm,2024-05-13,,
Drug 166975,0,VNR,PERLUTEX (5 MG ),40224835,RxNorm,2024-05-13,,
Drug 51358,0,VNR,NEFOXEF (180 MG ),40223815,RxNorm,2024-05-13,,
Drug 7129,0,VNR,"LISINOPRIL ""ACTAVIS"" (20 MG )",19080129,RxNorm,2024-05-13,,
Drug 99193,0,VNR,OPATANOL (1 MG/ML ),40240035,RxNorm,2024-05-13,,
Drug 116728,0,VNR,DOLOPROCT (NA ),43619028,RxNorm Extension,2024-05-13,,
Drug 594382,0,VNR,CLARITYN (10 MG ),1107882,RxNorm,2024-05-13,,
Drug 417311,0,VNR,NIZAX (150 MG ),19079088,RxNorm,2024-05-13,,
Drug 432537,0,VNR,"ATORVASTATIN ""XIROMED"" (20 MG )",19123592,RxNorm,2024-05-13,,
Drug 384727,0,VNR,TRIQUILAR (NA ),40039762,RxNorm,2024-05-13,,
Drug 378535,0,VNR,ELOCON (01 % ),40132039,RxNorm,2024-05-13,,
Drug 521252,0,VNR,IMOCLONE (75 MG ),19044885,RxNorm,2024-05-13,,
Drug 593057,0,VNR,"MELATONIN ""ORIFARM"" (3 MG )",1301154,RxNorm,2024-05-13,,
Drug 452258,0,VNR,FLUTIFORM (250+10 MIKROGRAM ),2070686,RxNorm Extension,2024-05-13,,
Drug 169596,0,VNR,ULTIBRO BREEZHALER (85 + 43 MIKROGRAM ),1235302,RxNorm Extension,2024-05-13,,
Drug 17834,0,VNR,"RAMIPRIL ""ACTAVIS"" (10 MG )",1334494,RxNorm,2024-05-13,,
Drug 116509,0,VNR,TRIATEC (25 MG ),1334461,RxNorm,2024-05-13,,
Drug 17387,0,VNR,TERBASMIN TURBUHALER (05 MG/DOSIS ),43290291,RxNorm Extension,2024-05-13,,
Drug 78013,0,VNR,"THIAMAZOL ""2CARE4"" (5 MG )",1504672,RxNorm,2024-05-13,,
Drug 84245,0,VNR,PINEX RETARD (500 MG ),40005659,RxNorm,2024-05-13,,
Drug 444315,0,VNR,FONTEX (20 MG ),42480676,RxNorm Extension,2024-05-13,,
Drug 531471,0,VNR,AMLODISTAD (5 MG ),1332419,RxNorm,2024-05-13,,
Drug 121936,0,VNR,DELAMONIE (75 MIKROG ),19101869,RxNorm,2024-05-13,,
Drug 500041,0,VNR,PROVERA (5 MG ),40224835,RxNorm,2024-05-13,,
Drug 498978,0,VNR,DESIRETT (75 MIKROGRAM ),19101869,RxNorm,2024-05-13,,
Drug 185775,0,VNR,"FUSIDINSYRE/BETAMETHASONVALERAT ""MYLAN"" (20+1 MG/G )",40131262,RxNorm,2024-05-13,,
Drug 530608,0,VNR,"QUETIAPIN ""ACCORD"" (100 MG )",766819,RxNorm,2024-05-13,,
Drug 116073,0,VNR,"OMEPRAZOL ""BLUEFISH"" (20 MG )",19019418,RxNorm,2024-05-13,,
Drug 413225,0,VNR,RELVAR ELLIPTA (184 MIKRG + 22 MIKRG ),43291091,RxNorm Extension,2024-05-13,,
Drug 452219,0,VNR,ATACAND (8 MG ),1351559,RxNorm,2024-05-13,,
Drug 467431,0,VNR,AQUANIL (5 MG/ML ),1594709,RxNorm,2024-05-13,,
Drug 503342,0,VNR,BURINEX MED KALIUMKLORID (05 MG + 573 MG ),19061829,RxNorm,2024-05-13,,
Drug 489459,0,VNR,OVITRELLE (250 MIKROGRAM ),44123627,RxNorm Extension,2024-05-13,,
Drug 527879,0,VNR,BRENTAN (400 MG ),44045467,RxNorm Extension,2024-05-13,,
Drug 521112,0,VNR,"VISKØSE ØJENDRÅBER ""OPHTHA"" (35 MG/ML )",792648,RxNorm,2024-05-13,,
Drug 83114,0,VNR,"CLOPIDOGREL ""ACTAVIS"" (75 MG )",19075601,RxNorm,2024-05-13,,
Drug 49528,0,VNR,LOSEC (20 MG ),19019418,RxNorm,2024-05-13,,
Drug 137725,0,VNR,COMBAR (30 MG ),725180,RxNorm,2024-05-13,,
Drug 559651,0,VNR,"IBUPROFEN ""ARISTO"" (400 MG )",19019072,RxNorm,2024-05-13,,
Drug 492405,0,VNR,MADOPAR DEPOT (100+25 MG ),36882119,RxNorm Extension,2024-05-13,,
Drug 474994,0,VNR,"MOMETASONFUROAT ""GLENMARK"" (1 MG/G )",40132039,RxNorm,2024-05-13,,
Drug 192228,0,VNR,"DIPYRIDAMOL ""ALTERNOVA"" (200 MG )",1331271,RxNorm,2024-05-13,,
Drug 14187,0,VNR,CIPRALEX (10 MG ),715940,RxNorm,2024-05-13,,
Drug 43798,0,VNR,"SUMATRIPTAN ""SANDOZ"" (50 MG )",1140650,RxNorm,2024-05-13,,
Drug 570457,0,VNR,DICLON (75 MG ),40162362,RxNorm,2024-05-13,,
Drug 184309,0,VNR,THEO-DUR (200 MG ),1237261,RxNorm,2024-05-13,,
Drug 17505,0,VNR,"BISOPROLOL ""STADA"" (5 MG )",40162878,RxNorm,2024-05-13,,
Drug 123775,0,VNR,"LEVODOPA/BENSERAZID ""TEVA"" (50+125 MG )",36887883,RxNorm Extension,2024-05-13,,
Drug 36319,0,VNR,IMODIUM (2 MG ),40184730,RxNorm,2024-05-13,,
Drug 517938,0,VNR,"TOLBUTAMID ""DAK"" (500 MG )",1502856,RxNorm,2024-05-13,,
Drug 39814,0,VNR,MASULIN (04 MG ),587557,RxNorm Extension,2024-05-13,,
Drug 471425,0,VNR,MINDIAB (5 MG ),19077638,RxNorm,2024-05-13,,
Drug 457971,0,VNR,"LANSOPRAZOL ""MEDICAL VALLEY"" (30 MG )",929889,RxNorm,2024-05-13,,
Drug 409524,0,VNR,IMDUR (30 MG ),19134643,RxNorm,2024-05-13,,
Drug 323,0,VNR,BERODUAL (NA ),19053979,RxNorm,2024-05-13,,
Drug 323,0,VNR,BERODUAL (NA ),1112921,RxNorm,2024-05-13,,
Drug 370806,0,VNR,"AMLODIPIN ""ACCORD"" (5 MG )",1332419,RxNorm,2024-05-13,,
Drug 105794,0,VNR,"MOMETASONFUROAT ""TEVA"" (50 MIKROGRAM/DOSIS )",42480110,RxNorm Extension,2024-05-13,,
Drug 34739,0,VNR,"FUSIDINSYRE/BETAMETHASONVALERAT ""MYLAN"" (20+1 MG/G )",40131262,RxNorm,2024-05-13,,
Drug 6224,0,VNR,"ZOLPIDEM ""HEXAL"" (10 MG )",40163492,RxNorm,2024-05-13,,
Drug 171629,0,VNR,PLENDIL (5 MG ),1353818,RxNorm,2024-05-13,,
Drug 185998,0,VNR,OZEMPIC (1 MG ),994760,RxNorm Extension,2024-05-13,,
Drug 23802,0,VNR,"METOPROLOLSUCCINAT ""1A FARMA"" (25 MG )",40167211,RxNorm,2024-05-13,,
Drug 38760,0,VNR,VIBRADOX (100 MG ),46233710,RxNorm,2024-05-13,,
Drug 110597,0,VNR,"SIMVASTATIN ""TEVA"" (40 MG )",1539407,RxNorm,2024-05-13,,
Drug 37754,0,VNR,MONOTRIM (100 MG ),1705676,RxNorm,2024-05-13,,
Drug 81801,0,VNR,ALVESCO (160 MIKROGRAM/DOSIS ),21026476,RxNorm Extension,2024-05-13,,
Drug 6828,0,VNR,ENACODAN (10 MG ),40165762,RxNorm,2024-05-13,,
Drug 73429,0,VNR,SALBUVENT (01 MG/DOSIS ),42931130,RxNorm Extension,2024-05-13,,
Drug 558335,0,VNR,"CARVEDILOL ""HEXAL"" (125 MG )",19022750,RxNorm,2024-05-13,,
Drug 73874,0,VNR,TAFIL (05 MG ),19072934,RxNorm,2024-05-13,,
Drug 5108,0,VNR,OMNIC (04 MG ),587557,RxNorm Extension,2024-05-13,,
Drug 391578,0,VNR,MG,40071301,RxNorm,2024-05-13,,
Drug 35591,0,VNR,MOXALOLE (NA ),35603159,RxNorm,2024-05-13,,
Drug 6091,0,VNR,ELOCOM (01% ),40132039,RxNorm,2024-05-13,,
Drug 382473,0,VNR,ZYRTEC (10 MG ),40228214,RxNorm,2024-05-13,,
Drug 74760,0,VNR,"FINASTERID ""RIVOPHARM"" (5 MG )",19077375,RxNorm,2024-05-13,,
Drug 405401,0,VNR,"ZOPICLONE ""JUBILANT"" (75 MG )",19044885,RxNorm,2024-05-13,,
Drug 28805,0,VNR,"MORFIN ""DAK"" (20 MG/ML )",40169959,RxNorm,2024-05-13,,
Drug 84560,0,VNR,RISPERANNE (05 MG ),736021,RxNorm,2024-05-13,,
Drug 560326,0,VNR,ZOVIR (200 MG ),1703745,RxNorm,2024-05-13,,
Drug 34498,0,VNR,ASASANTIN RETARD (200 + 25 MG ),1718409,RxNorm,2024-05-13,,
Drug 377819,0,VNR,BETMIGA (50 MG ),42873446,RxNorm,2024-05-13,,
Drug 527562,0,VNR,"METRONIDAZOL ""DAK"" (500 MG )",1707346,RxNorm,2024-05-13,,
Drug 431759,0,VNR,ARTHROTEC FORTE (75+02 MG ),42902224,RxNorm,2024-05-13,,
Drug 38190,0,VNR,IMADRAX (500 MG ),19073188,RxNorm,2024-05-13,,
Drug 460409,0,VNR,"SIMVASTATIN ""SANDOZ"" (10 MG )",1539463,RxNorm,2024-05-13,,
Drug 515239,0,VNR,"NITROGLYCERIN ""DAK"" (025 MG )",19019335,RxNorm,2024-05-13,,
Drug 380710,0,VNR,"LAMOTRIGIN ""ORION"" (200 MG )",705110,RxNorm,2024-05-13,,
Drug 568709,0,VNR,BACTROBAN NASAL (2% ),40062277,RxNorm,2024-05-13,,
Drug 118349,0,VNR,ELOCON (01 % ),21115775,RxNorm Extension,2024-05-13,,
Drug 194080,0,VNR,"FINASTERID ""AUROBINDO"" (5 MG )",19077375,RxNorm,2024-05-13,,
Drug 469408,0,VNR,OMONA (20 MG ),19019418,RxNorm,2024-05-13,,
Drug 171660,0,VNR,PRIMCILLIN (250 MG ),19133872,RxNorm,2024-05-13,,
Drug 529982,0,VNR,MICROGYN (015 + 003 MG ),19057161,RxNorm,2024-05-13,,
Drug 8194,0,VNR,MILDISON LIPID (10 MG/G ),40049748,RxNorm,2024-05-13,,
Drug 93419,0,VNR,ROCILIN (1 MILL. IE ),40067083,RxNorm,2024-05-13,,
Drug 435538,0,VNR,"ALENDRONAT ""ORIFARM"" (70 MG )",40173612,RxNorm,2024-05-13,,
Drug 454199,0,VNR,ZOCOR (20 MG ),1539411,RxNorm,2024-05-13,,
Drug 45150,0,VNR,ANCOZAN COMP (100+25 MG ),40184217,RxNorm,2024-05-13,,
Drug 116342,0,VNR,"ENALAPRIL ""ACTAVIS"" (20 MG )",40165773,RxNorm,2024-05-13,,
Drug 33612,0,VNR,"PANTOPRAZOL ""ACTAVIS"" (40 MG )",19080217,RxNorm,2024-05-13,,
Drug 419041,0,VNR,IMADRAX (750 MG ),19061770,RxNorm,2024-05-13,,
Drug 190727,0,VNR,"PREGABALIN ""TEVA"" (75 MG )",19112671,RxNorm,2024-05-13,,
Drug 137396,0,VNR,"ATENOLOL ""ORIFARM"" (50 MG )",1314008,RxNorm,2024-05-13,,
Drug 38455,0,VNR,IMADRAX (750 MG ),19061770,RxNorm,2024-05-13,,
Drug 33781,0,VNR,TELFAST (120 MG ),40223807,RxNorm,2024-05-13,,
Drug 55062,0,VNR,TOILAX (5 MG ),19074247,RxNorm,2024-05-13,,
Drug 516348,0,VNR,"ALLOPURINOL ""SANDOZ"" (100 MG )",1167323,RxNorm,2024-05-13,,
Drug 417633,0,VNR,OZEMPIC (05 MG ),994760,RxNorm Extension,2024-05-13,,
Drug 487579,0,VNR,BRUFEN RETARD (800 MG ),19062730,RxNorm,2024-05-13,,
Drug 22677,0,VNR,DUSPATALIN RETARD (200 MG ),19101741,RxNorm,2024-05-13,,
Drug 445715,0,VNR,"ACICLOVIR ""1A FARMA"" (800 MG )",1703743,RxNorm,2024-05-13,,
Drug 542605,0,VNR,PRONOCTAN (1 MG ),19007978,RxNorm,2024-05-13,,
Drug 442348,0,VNR,"KODIMAGNYL IKKE-STOPPENDE ""DAK"" (500+96 MG )",1112807,RxNorm,2024-05-13,,
Drug 442348,0,VNR,"KODIMAGNYL IKKE-STOPPENDE ""DAK"" (500+96 MG )",1201620,RxNorm,2024-05-13,,
Drug 442348,0,VNR,"KODIMAGNYL IKKE-STOPPENDE ""DAK"" (500+96 MG )",992956,RxNorm,2024-05-13,,
Drug 142914,0,VNR,BLOXAZOC (100 MG ),40167200,RxNorm,2024-05-13,,
Drug 42739,0,VNR,"METOPROLOL ""GEA"" (100 MG )",40167200,RxNorm,2024-05-13,,
Drug 7434,0,VNR,XALCOM (5 MG/ML+50 MIKROG/ML ),40058182,RxNorm,2024-05-13,,
Drug 51193,0,VNR,MUCOMYST (200 MG ),43187936,RxNorm Extension,2024-05-13,,
Drug 76024,0,VNR,JANUVIA (100 MG ),19125041,RxNorm,2024-05-13,,
Drug 515668,0,VNR,MG,938205,RxNorm,2024-05-13,,
Drug 515668,0,VNR,MG,43013634,RxNorm,2024-05-13,,
Drug 515668,0,VNR,MG,923829,RxNorm,2024-05-13,,
Drug 591795,0,VNR,"CETIRIZIN ""TEVA"" (10 MG )",40228214,RxNorm,2024-05-13,,
Drug 182873,0,VNR,DIPROLEN (05 MG/G ),40019127,RxNorm,2024-05-13,,
Drug 181040,0,VNR,ABALGIN (65 MG ),19135514,RxNorm,2024-05-13,,
Drug 196121,0,VNR,TRIQUILAR (NA ),1549786,RxNorm,2024-05-13,,
Drug 196121,0,VNR,TRIQUILAR (NA ),1549786,RxNorm,2024-05-13,,
Drug 196121,0,VNR,TRIQUILAR (NA ),1589505,RxNorm,2024-05-13,,
Drug 196121,0,VNR,TRIQUILAR (NA ),1589505,RxNorm,2024-05-13,,
Drug 107110,0,VNR,HEXAGLUCON (175 MG ),19106975,RxNorm,2024-05-13,,
Drug 146530,0,VNR,FLAGYL (400 MG ),1707171,RxNorm,2024-05-13,,
Drug 27938,0,VNR,SOTACOR (80 MG ),1594705,RxNorm,2024-05-13,,
Drug 7008,0,VNR,BENADAY (10 MG ),40228214,RxNorm,2024-05-13,,
Drug 556936,0,VNR,TRILEPTAL (300 MG ),718128,RxNorm,2024-05-13,,
Drug 45163,0,VNR,"CIPROFLOXACIN ""HEXAL"" (500 MG )",19075380,RxNorm,2024-05-13,,
Drug 490813,0,VNR,ZARATOR (20 MG ),19123592,RxNorm,2024-05-13,,
Drug 41942,0,VNR,"MIRTAZAPIN ""KRKA"" (15 MG )",725178,RxNorm,2024-05-13,,
Drug 570796,0,VNR,"METHOTREXATE ""PARANOVA"" (25 MG )",19007332,RxNorm,2024-05-13,,
Drug 507962,0,VNR,VENTOLINE (04 MG/ML ),1154654,RxNorm,2024-05-13,,
Drug 24973,0,VNR,"METHOTREXAT ""SANDOZ"" (25 MG )",19007332,RxNorm,2024-05-13,,
Drug 474329,0,VNR,"AMLODIPIN ""ACCORD"" (10 MG )",19073093,RxNorm,2024-05-13,,
Drug 63436,0,VNR,OZEMPIC (1 MG ),994760,RxNorm Extension,2024-05-13,,
Drug 159640,0,VNR,CIPRAMIL (40 MG ),19075394,RxNorm,2024-05-13,,
Drug 496968,0,VNR,KETOGAN (5 + 25 MG ),36855533,RxNorm Extension,2024-05-13,,
Drug 496968,0,VNR,KETOGAN (5 + 25 MG ),40798904,RxNorm Extension,2024-05-13,,
Drug 1450,0,VNR,NEXIUM (40 MG ),904458,RxNorm,2024-05-13,,
Drug 573732,0,VNR,"VENLAFAXIN ""KRKA"" (75 MG )",19103819,RxNorm,2024-05-13,,
Drug 167577,0,VNR,UNILOC (50 MG ),1314008,RxNorm,2024-05-13,,
Drug 70027,0,VNR,"MORFIN ""DAK"" (10 MG )",40169894,RxNorm,2024-05-13,,
Drug 585347,0,VNR,"DESLORATADINE ""SANDOZ"" (5 MG )",19096758,RxNorm,2024-05-13,,
Drug 13104,0,VNR,"MIRTAZAPIN ""HEXAL"" (30 MG )",725180,RxNorm,2024-05-13,,
Drug 184670,0,VNR,"PREGABALIN ""TEVA"" (25 MG )",734360,RxNorm,2024-05-13,,
Drug 136481,0,VNR,PULMICORT TURBUHALER (400 MIKROGRAM/DOSIS ),36813122,RxNorm Extension,2024-05-13,,
Drug 93273,0,VNR,IMADRAX (500 MG ),19073188,RxNorm,2024-05-13,,
Drug 25628,0,VNR,"GLIMEPIRID ""SANDOZ"" (4 MG )",1597773,RxNorm,2024-05-13,,
Drug 485151,0,VNR,PONDOCILLIN (700 MG ),41240432,RxNorm Extension,2024-05-13,,
Drug 193410,0,VNR,"KODEIN STÆRK ""DAK"" (8 MG/ML )",41304836,RxNorm Extension,2024-05-13,,
Drug 590072,0,VNR,TAMSUNIC (04 MG ),587557,RxNorm Extension,2024-05-13,,
Drug 157768,0,VNR,TERRAMYCIN-POLYMYXIN B (5 + 1 MG/G ),40067028,RxNorm,2024-05-13,,
Drug 405998,0,VNR,"METFORMIN ""ACTAVIS"" (1000 MG )",40164897,RxNorm,2024-05-13,,
Drug 6865,0,VNR,DELEPSINE (300 MG ),40238013,RxNorm,2024-05-13,,
Drug 113612,0,VNR,"KODAMID ""DAK"" (250+96+50+150+80 MG )",1134439,RxNorm,2024-05-13,,
Drug 113612,0,VNR,"KODAMID ""DAK"" (250+96+50+150+80 MG )",1201620,RxNorm,2024-05-13,,
Drug 113612,0,VNR,"KODAMID ""DAK"" (250+96+50+150+80 MG )",992956,RxNorm,2024-05-13,,
Drug 113612,0,VNR,"KODAMID ""DAK"" (250+96+50+150+80 MG )",19029322,RxNorm,2024-05-13,,
Drug 113612,0,VNR,"KODAMID ""DAK"" (250+96+50+150+80 MG )",1164108,RxNorm,2024-05-13,,
Drug 399881,0,VNR,ZYRTEC (10 MG ),40228214,RxNorm,2024-05-13,,
Drug 164264,0,VNR,MILDIN (10 MG ),1107882,RxNorm,2024-05-13,,
Drug 461939,0,VNR,ROACCUTAN (20 MG ),984236,RxNorm,2024-05-13,,
Drug 97115,0,VNR,"LAMOTRIGIN ""ACTAVIS"" (50 MG )",705152,RxNorm,2024-05-13,,
Drug 507004,0,VNR,TOILAX (5 MG ),19074247,RxNorm,2024-05-13,,
Drug 441444,0,VNR,"IBUPROFEN ""MYLAN"" (400 MG )",19019072,RxNorm,2024-05-13,,
Drug 35064,0,VNR,"LOSARTANKALIUM ""ACTAVIS"" (100 MG )",40185276,RxNorm,2024-05-13,,
Drug 167785,0,VNR,"PANTOPRAZOL ""SANDOZ"" (20 MG )",948079,RxNorm,2024-05-13,,
Drug 10564,0,VNR,OXIS TURBUHALER (9 MIKROGRAM/DOSIS ),35136428,RxNorm Extension,2024-05-13,,
Drug 34471,0,VNR,SPIROCORT (200 MIKG/DOSIS ),1356140,RxNorm,2024-05-13,,
Drug 187594,0,VNR,"QUETIAPINE ""TEVA"" (100 MG )",766819,RxNorm,2024-05-13,,
Drug 141044,0,VNR,DEPO-MEDROL (40 MG/ML ),42902110,RxNorm,2024-05-13,,
Drug 411181,0,VNR,BENADRYL (8 MG ),1140124,RxNorm,2024-05-13,,
Drug 479238,0,VNR,ERYCIN (250 MG ),1747454,RxNorm,2024-05-13,,
Drug 586065,0,VNR,VENTOLINE (4 MG ),1154350,RxNorm,2024-05-13,,
Drug 441642,0,VNR,NIX (5% ),40068672,RxNorm,2024-05-13,,
Drug 18833,0,VNR,"ZOLPIDEM ""1A FARMA"" (10 MG )",40163492,RxNorm,2024-05-13,,
Drug 31997,0,VNR,"SOTALOL ""MYLAN"" (80 MG )",1594705,RxNorm,2024-05-13,,
Drug 436030,0,VNR,DIOVAN COMP 80 MG/125 MG (80 MG+125 MG ),19023453,RxNorm,2024-05-13,,
Drug 163081,0,VNR,SCATOL (3 MG ),19078751,RxNorm,2024-05-13,,
Drug 469932,0,VNR,NOBLIGAN RETARD (100 MG ),792583,RxNorm,2024-05-13,,
Drug 188885,0,VNR,"DONEPEZIL ""SANDOZ"" (10 MG )",40223768,RxNorm,2024-05-13,,
Drug 468600,0,VNR,MG,938205,RxNorm,2024-05-13,,
Drug 468600,0,VNR,MG,0,,,,
Drug 510289,0,VNR,"KODEIN ""DAK"" (3 MG/ML )",40223098,RxNorm,2024-05-13,,
Drug 141507,0,VNR,ALOPAM (10 MG ),724855,RxNorm,2024-05-13,,
Drug 85612,0,VNR,SPIRIVA RESPIMAT (25 MIKROGRAM ),43169383,RxNorm Extension,2024-05-13,,
Drug 181255,0,VNR,CANESTEN (10 MG/G ),40026957,RxNorm,2024-05-13,,
Drug 578823,0,VNR,TOLMIN (30 MG ),19007740,RxNorm,2024-05-13,,
Drug 540063,0,VNR,RELTEBON DEPOT (10 MG ),1718702,RxNorm,2024-05-13,,
Drug 429350,0,VNR,ROXIMSTAD (150 MG ),19063875,RxNorm,2024-05-13,,
Drug 24026,0,VNR,IMIGRAN (100 MG ),19079711,RxNorm,2024-05-13,,
Drug 523688,0,VNR,ALPROX (1 MG ),781062,RxNorm,2024-05-13,,
Drug 85290,0,VNR,BETOLVEX (1 MG ),19075953,RxNorm,2024-05-13,,
Drug 133530,0,VNR,MOXALOLE (NA ),35603159,RxNorm,2024-05-13,,
Drug 373142,0,VNR,LETIGEN (NA ),41298677,RxNorm Extension,2024-05-13,,
Drug 140814,0,VNR,SALBUVENT (04 MG/ML ),1154654,RxNorm,2024-05-13,,
Drug 140384,0,VNR,AKARIN (10 MG ),797632,RxNorm,2024-05-13,,
Drug 79842,0,VNR,"RAMIPRIL ""STADA"" (5 MG )",1334492,RxNorm,2024-05-13,,
Drug 16548,0,VNR,"LISINOPRIL-HYDROCHLORTHIAZID ""ACTAVIS"" (20+125 MG )",974200,RxNorm,2024-05-13,,
Drug 140789,0,VNR,"LANSOPRAZOL ""MEDICAL VALLEY"" (30 MG )",929889,RxNorm,2024-05-13,,
Drug 393311,0,VNR,VEPICOMBIN NOVUM (1 MILL. IE ),40067083,RxNorm,2024-05-13,,
Drug 449485,0,VNR,"PREGABALIN ""KRKA"" (75 MG )",19112671,RxNorm,2024-05-13,,
Drug 173716,0,VNR,GLYOKTYL (6+906 MG/ML ),36259246,RxNorm Extension,2024-05-13,,
Drug 465526,0,VNR,VIOXX (25 MG ),19080243,RxNorm,2024-05-13,,
Drug 21721,0,VNR,CYMBALTA (30 MG ),19122148,RxNorm,2024-05-13,,
Drug 31849,0,VNR,NOVORAPID PENFILL (100 E/ML ),35159339,RxNorm Extension,2024-05-13,,
Drug 525618,0,VNR,LOETTE 28 (010+002 MG ),40039762,RxNorm,2024-05-13,,
Drug 18898,0,VNR,"FLUCONAZOL ""NYCOMED"" (150 MG )",1754999,RxNorm,2024-05-13,,
Drug 45442,0,VNR,"SIMVASTATIN ""ORIFARM"" (20 MG )",1539411,RxNorm,2024-05-13,,
Drug 45127,0,VNR,ANCOZAN COMP (50+125 MG ),40184187,RxNorm,2024-05-13,,
Drug 89789,0,VNR,DIANE MITE (20 + 0035 MG ),1549830,RxNorm,2024-05-13,,
Drug 595064,0,VNR,OMESTAD (20 MG ),19019418,RxNorm,2024-05-13,,
Drug 20451,0,VNR,OTRASON (50 MIKROGRAM/DOSIS ),21070053,RxNorm Extension,2024-05-13,,
Drug 451682,0,VNR,HEXABOTIN (500 MG ),1747296,RxNorm,2024-05-13,,
Drug 534716,0,VNR,WEGOVY FLEXTOUCH (05 MG ),994760,RxNorm Extension,2024-05-13,,
