sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:full_add_eng,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,122403,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052040087,46275646,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2015-2016],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051816026,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,122403,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052040087,36249402,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2016-2017],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051830992,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,122403,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052040087,1593344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2017-2018],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051834720,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,122403,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052040087,35200057,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2018-2019],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051838698,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,122403,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052040087,1361085,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2019-2020],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051841214,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,122403,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052040087,1146451,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2020-2021],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051844430,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,122403,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052040087,1758615,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2021-2022],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051847015,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,122403,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052040087,780080,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2022-2023],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051849600,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,122403,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052040087,746082,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2023-2024],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051852259,
J07BB0232115626461,Influenza; purified antigen Fluarix,13527,,solution for injection; susp. in syringe,0.49,APPROVED,INEXACT,Tomer Sagi,1731054972649,43751228,influenza B virus antigen Injectable Suspension [Fluarix],Drug,MAPS_TO,Unknown strain,<auto>,1730992897476,
J07AH04191336,Meningococcal group ACWY polysaccharide Mencevax ACWY,1138,,solution for injection; susp. in syringe,0.67,APPROVED,EQUAL,Tomer Sagi,1731059269862,36788307,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [Mencevax Acwy],Drug,MAPS_TO,No dosage information,<auto>,1730992897532,
J07AE0132117338529,Cholera oral inactivated whole cells Dukoral,48214,,effervescent powder + susp. t. oral susp.,0.47,APPROVED,EQUIVALENT,Tomer Sagi,1731015253685,40955892,Cholera Vaccine Oral Solution [DUKORAL],Drug,MAPS_TO,No dosage information,<auto>,1730992900236,
J07AJ510,Di-Te-Ki (whole cell whooping cough),65025,,solution for injection; susp. in syringe,0.16,APPROVED,WIDER,Tomer Sagi,1731495056025,21128853,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Prefilled Syringe",Drug,MAPS_TO,No brand info in Danish version. No specifically whole cell drug found in the list. ,Tomer Sagi,1731495051552,
J07AH0832114342304,Meningococcal group ACWY polysaccharide Menveo ACWY,269,,1* 0.5 ml. Children 2 months to 1 year. 2 doses per week. solution for injection; susp. in syringe,0.61,APPROVED,INEXACT,Tomer Sagi,1731059412110,35766293,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [Menveo],Drug,MAPS_TO,No specific code for children,Tomer Sagi,1731059401168,
J07AN010,Tuberculosis; live weakened,1287,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731927144913,36882756,BCG Vaccine Injectable Suspension,Drug,MAPS_TO,,Tomer Sagi,1731927142753,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,70700,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052081987,46275646,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2015-2016],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052051206,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,70700,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052081987,36249402,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2016-2017],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052058058,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,70700,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052081987,1593344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2017-2018],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052061271,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,70700,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052081987,1361085,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2019-2020],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052069862,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,70700,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052081987,1146451,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2020-2021],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052073617,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,70700,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052081987,1758615,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2021-2022],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052077356,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,70700,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052081987,780080,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2022-2023],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052079285,
J07BB32160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,70700,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052081987,746082,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2023-2024],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052081204,
J07AL020,Pneumococcal vaccination conjugate (PCV),814,,solution for injection; susp. in syringe,0.32,APPROVED,EQUAL,Tomer Sagi,1731493923297,43268072,Pneumococcal Purified Capsular Polysaccharides Injection,Drug,MAPS_TO,,Tomer Sagi,1731493917980,
J07BB0232115626461,Influenza; purified antigen Fluarix,5945,,1 * 0.5ml. Adults and children over 36 months injection solution; susp. in syringe,0.49,APPROVED,INEXACT,Tomer Sagi,1731054984181,43751228,influenza B virus antigen Injectable Suspension [Fluarix],Drug,MAPS_TO,Unknown strain,<auto>,1730992901235,
J07AH040,Meningococcal group ACWY polysaccharide,1039,,solution for injection; susp. in syringe,0.67,APPROVED,EQUAL,Tomer Sagi,1731059260718,46275260,meningococcal group A polysaccharide / meningococcal group C polysaccharide / meningococcal polysaccharide vaccine group W-135 / meningococcal polysaccharide vaccine group Y Injection,Drug,MAPS_TO,no brand info,Tomer Sagi,1731059258702,
J07AL0232174712547,Vaxneuvance Vaxneuvance,55,,1 * 0.5 ml; Adults from 18 years of age injection; susp. in syringe,0.60,APPROVED,EQUAL,Tomer Sagi,1731935482885,702594,0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoni...,Drug,MAPS_TO,,Tomer Sagi,1731935480583,
J07AJ5232117338530,Di-Te-Ki (acellulr whooping cough) diTekiBooster,146298,,solution for injection; susp. in syringe,0.14,APPROVED,EQUIVALENT,Tomer Sagi,1731016699862,36790363,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension [Boostrix]",Drug,MAPS_TO,This brand does not exist in RxNorm,Tomer Sagi,1731016674547,
J07AH0932120202082,Meningococcus B; recombinant Bexsero,3559,,solution for injection; susp. in syringe,0.48,APPROVED,EQUAL,Tomer Sagi,1731064261184,45892098,meningococcal group B vaccine Prefilled Syringe [Bexsero],Drug,MAPS_TO,,Tomer Sagi,1731064260059,
J07AL0232174712547,Vaxneuvance Vaxneuvance,44,,solution for injection; susp. in syringe,0.60,APPROVED,EQUAL,Tomer Sagi,1731935489876,36962787,Streptococcus pneumoniae Injectable Suspension [Vaxneuvance],Drug,MAPS_TO,,<auto>,1730992906512,
J07BB0232117338499,Influenza purified antigen Vaxigrip,672610,,1 * 0.5 ml. Adults and children from 6 months injection; susp. in syringe,0.60,APPROVED,INEXACT,Tomer Sagi,1731056009685,36782735,Influenza A virus / Influenza B virus Injectable Suspension [VAXIGRIP],Drug,MAPS_TO,no specific strain info,Tomer Sagi,1731056007621,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,80109,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052105471,46275646,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2015-2016],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052084958,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,80109,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052105471,36249402,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2016-2017],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052087350,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,80109,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052105471,1593344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2017-2018],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052090077,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,80109,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052105471,35200057,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2018-2019],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052092787,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,80109,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052105471,1361085,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2019-2020],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052094666,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,80109,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052105471,1146451,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2020-2021],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052097426,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,80109,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052105471,1758615,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2021-2022],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052099567,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,80109,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052105471,780080,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2022-2023],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052101730,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,80109,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052105471,746082,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2023-2024],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052103972,
J07AN0132117338504,"Tuberculosis; live weakened BCG Vaccine ""SSI""",1001,,Brn < 1 yr; 0.05 ml solution for injection; susp. in syringe,0.29,APPROVED,INEXACT,Tomer Sagi,1731927454888,41328163,1 ML BCG Vaccine 27 MG/ML Injectable Solution,Drug,MAPS_TO,no 0.05 ml option,Tomer Sagi,1731927451234,
J07AH0432114342304,Meningococcal group ACWY polysaccharide Menveo ACWY,178,,solution for injection; susp. in syringe,0.61,APPROVED,EQUAL,Tomer Sagi,1731059467631,35766293,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [Menveo],Drug,MAPS_TO,,Tomer Sagi,1731059467013,
J07AE0132117338529,Cholera oral inactivated whole cells Dukoral,15288,,1 * 3 ml. Adults and children from 2 years effervescent powder + susp. t. oral susp.,0.47,APPROVED,EQUAL,Tomer Sagi,1731319207177,43296869,3 ML Cholera Vaccine 1 MG/ML / Vibrio cholerae 125000000000 ORGANISMS/ML Oral Suspension [DUKORAL],Drug,MAPS_TO,,Tomer Sagi,1731319205003,
J07AL020,Vaxneuvance,17,,solution for injection; susp. in syringe,0.63,APPROVED,EQUAL,Tomer Sagi,1731935418362,36962787,Streptococcus pneumoniae Injectable Suspension [Vaxneuvance],Drug,MAPS_TO,,<auto>,1730992907958,
J07AJ520,Di-Te-Ki (acellulr whooping cough),23765,,solution for injection; susp. in syringe,0.14,APPROVED,INEXACT,Tomer Sagi,1731016460821,46276207,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection [Boostrix]",Drug,MAPS_TO,No brand info,Tomer Sagi,1731016447544,
J07BB0232117338499,Influenza; purified antigen Vaxigrip,233303,,solution for injection; susp. in syringe,0.54,APPROVED,EQUIVALENT,Tomer Sagi,1731055683909,43787159,influenza B virus antigen Injectable Suspension [VAXIGRIP],Drug,MAPS_TO,no strain info,<auto>,1730992909577,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,9,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052133820,46275646,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2015-2016],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052111840,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,9,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052133820,36249402,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2016-2017],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052114193,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,9,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052133820,1593344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2017-2018],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052117004,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,9,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052133820,35200057,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2018-2019],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052120835,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,9,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052133820,1361085,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2019-2020],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052123677,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,9,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052133820,1146451,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2020-2021],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052125996,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,9,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052133820,1758615,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2021-2022],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052128252,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,9,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052133820,780080,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2022-2023],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052130638,
J07BB0232160207348,Fluzone high dose quadrivalent Fluzone high dose quadrivalent,9,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731052133820,746082,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2023-2024],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731052132723,
J07AL520,Synflorix,468,,solution for injection; susp. in syringe,0.52,APPROVED,EQUAL,Tomer Sagi,1731509879615,40748486,Streptococcus pneumoniae Injectable Solution [Synflorix],Drug,MAPS_TO,No brand information ,<auto>,1730992909867,
J07BB0232180394948,Supemtech Supemtek,116,,1 * 0.5 ml adults from 18 years solution for injection; susp. in syringe,0.45,APPROVED,EQUAL,Tomer Sagi,1731509741056,36120696,Recombinant haemagglutinin proteins Injectable Solution [Supemtek],Drug,MAPS_TO,No brand information,<auto>,1730992911244,
J07AL5232117338542,Synflorix Synflorix,297,,solution for injection; susp. in syringe,0.46,APPROVED,EQUAL,Tomer Sagi,1731509619223,40748486,Streptococcus pneumoniae Injectable Solution [Synflorix],Drug,MAPS_TO,No brand information,<auto>,1730992911680,
J07AE010,Cholera oral inactivated whole cells,443,,effervescent powder + susp. t. oral susp.,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731015252981,41018535,Passiflora incarnata extract / Valeriana officinalis whole extract Oral Tablet [Plantival],Drug,MAPS_TO,,<auto>,1730992911880,
J07AJ5232117338517,Di-Te-Ki (acellulr whooping cough) Boostrix,6613,,1 * 0.5 ml solution for injection; susp. in syringe,0.17,APPROVED,EQUAL,Tomer Sagi,1731016473988,46276207,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection [Boostrix]",Drug,MAPS_TO,,<auto>,1730992911966,
J07BB0232117338527,Influenza; purified antigen Inflexal V,334,,solution for injection; susp. in syringe,0.40,APPROVED,INEXACT,Tomer Sagi,1731055292610,43607285,influenza A virus (H1N1) antigen Injectable Suspension [Inflexal],Drug,MAPS_TO,"Unknown strain, no dosage info in OMOP",<auto>,1730992912433,
J07BB0332160207347,Fluenz Tetra (nasal spray) Fluenz Tetra; nsespray,127181,,0.2 ml in total sv.t. 0.1 ml in each nostril; children from 2 years up to and including 17 years nasal spray,0.23,APPROVED,EQUAL,Tomer Sagi,1731020783691,43148570,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Live Attenuated, A-California-7-2009 (H1N1) strain Nasal Spray [Fluenz]",Drug,MAPS_TO,,Tomer Sagi,1731020780612,
J07AL5232117338542,Synflorix Synflorix,50,,1 * 0.5 ml solution for injection; susp. in syringe,0.46,APPROVED,EQUAL,Tomer Sagi,1731509584286,40748486,Streptococcus pneumoniae Injectable Solution [Synflorix],Drug,MAPS_TO,No brond information,<auto>,1730992913088,
J07AE020,Cholera live weakened,245,,effervescent powder + susp. t. oral susp.,0.21,APPROVED,EQUIVALENT,Tomer Sagi,1731015176896,36943142,Vibrio cholerae live attenuated Powder for Oral Suspension [Vaxchora],Drug,MAPS_TO,,Tomer Sagi,1731015167817,
J07AM010,Tetanus,3820,,solution for injection; susp. in syringe,0.38,APPROVED,EQUAL,Tomer Sagi,1731509471603,35777951,1 ML Tetanus immune globulin 250 UNT/ML Injectable Solution [Tetabulin],Drug,MAPS_TO,Branded,Tomer Sagi,1731509470911,
J07BB0232117338527,Influenza; purified antigen Inflexal V,77,,1 ' 0.5 ml. Children over 3 years and adults. solution for injection; susp. in syringe,0.40,APPROVED,INEXACT,Tomer Sagi,1731055293169,43607285,influenza A virus (H1N1) antigen Injectable Suspension [Inflexal],Drug,MAPS_TO,"Unknown strain, no dosage info in OMOP",<auto>,1730992914518,
J07AJ5232117338517,Di-Te-Ki (acellulr whooping cough) Boostrix,5340,,solution for injection; susp. in syringe,0.17,APPROVED,EQUAL,Tomer Sagi,1731016475063,46276207,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection [Boostrix]",Drug,MAPS_TO,,<auto>,1730992914624,
J07AF010,Diphtheria,944,,solution for injection; susp. in syringe,0.39,APPROVED,INEXACT,Tomer Sagi,1731015694512,41299078,"diphtheria toxoid vaccine, inactivated Injectable Solution [Dipht Toxoid Asid]",Drug,MAPS_TO,Inexact - Brand unkown,<auto>,1730992915650,
J07AM0132117338505,"Tetanus Tetanusvaccine ""SSI""",3125,,1 * 1 ml. Adults and children from 2 months injection solution; susp. in syringe,0.21,APPROVED,EQUAL,Tomer Sagi,1731509335953,43219813,0.5 ML tetanus toxin 80 UNT/ML Injectable Suspension [VACCIN TETANIQUE PASTEUR],Drug,MAPS_TO,Branded,Tomer Sagi,1731509335076,
J07BB0232117338527,Influenza; purified antigen Inflexal V,28,,1 * 0.25 ml or 1 * 0.5 ml. Burn 6 months up to and including 35 months injection solution; susp. in syringe,0.40,APPROVED,INEXACT,Tomer Sagi,1731055293646,43607285,influenza A virus (H1N1) antigen Injectable Suspension [Inflexal],Drug,MAPS_TO,"Unknown strain, no dosage info in OMOP",<auto>,1730992917045,
J07AJ5232186293947,Di-Te-Ki (acellulr whooping cough) Triaxis,4816,,1 * 0.5 ml solution for injection; susp. in syringe,0.16,APPROVED,EQUAL,Tomer Sagi,1731016738731,36790362,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe [Triaxis]",Drug,MAPS_TO,,<auto>,1730992917448,
J07AF0132117338507,"Diphtheria Difterivaccine ""SSI""",739,,solution for injection; susp. in syringe,0.28,APPROVED,EQUIVALENT,Tomer Sagi,1731015742971,35753886,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Solution [Diftavax]",Drug,MAPS_TO,SSI - local brand,<auto>,1730992917667,
