sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:orig,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
KQBB00,Procedure on skin of trunk,49716,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038958424,4043031,Procedure on skin of trunk,Procedure,MAPS_TO,,<auto>,1729857085104,
KNFB20,Partial hip replacement by prosthesis,137081,,Finland,1.0,APPROVED,EQUAL,SBRU,1732013747624,4297365,Partial hip replacement by prosthesis,Procedure,MAPS_TO,,<auto>,1729857085144,
KTBA00,Thyroidorrhaphy,12366,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043571042,4210609,Thyroidorrhaphy,Procedure,MAPS_TO,,<auto>,1729857085186,
KUDM02,Nasal sinus endoscopy,52186,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044468534,4010253,Nasal sinus endoscopy,Procedure,MAPS_TO,,<auto>,1729857085217,
KKFH10,Orchidopexy,14955,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011013703,4310552,Orchidopexy,Procedure,MAPS_TO,,<auto>,1729857085221,
KDJD20,Grafting of nasal septum,80331,,Finland,1.0,APPROVED,EQUAL,SBRU,1731938111564,4286023,Grafting of nasal septum,Procedure,MAPS_TO,,<auto>,1729857085369,
KQBE10,Excision of lesion of skin,148924,,Finland,1.0,APPROVED,EQUAL,SBRU,1732039029028,4147588,Excision of lesion of skin,Procedure,MAPS_TO,,<auto>,1729857085374,
KJDA08,Endoscopic removal of foreign body from stomach,11355,,Finland,1.0,APPROVED,EQUAL,SBRU,1731942871538,4340646,Endoscopic removal of foreign body from stomach,Procedure,MAPS_TO,,<auto>,1729857085384,
KQBA50,Cryotherapy of skin,82066,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038819469,4176113,Cryotherapy of skin,Procedure,MAPS_TO,,<auto>,1729857085431,
KHAB00,Excision of lesion of breast,44010,,Finland,1.0,APPROVED,EQUAL,SBRU,1731940882790,4194124,Excision of lesion of breast,Procedure,MAPS_TO,,<auto>,1729857085471,
KLDA10,Endocervical curettage,76792,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011951356,4200235,Endocervical curettage,Procedure,MAPS_TO,,<auto>,1729857085490,
KKAT00,Extracorporeal shockwave lithotripsy of calculus of kidney,45188,,Finland,1.0,APPROVED,EQUAL,SBRU,1732009554291,4087889,Extracorporeal shockwave lithotripsy of calculus of kidney,Procedure,MAPS_TO,,<auto>,1729857085493,
KCBJ40,Repair of blepharoptosis by levator muscle technique,9351,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987404911,4240107,Repair of blepharoptosis by levator muscle technique,Procedure,MAPS_TO,,<auto>,1729857085627,
KTNG10,Injection of knee,76411,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044141299,4295140,Injection of knee,Procedure,MAPS_TO,,<auto>,1729857085671,
KCFB10,Removal of foreign body from conjunctiva,15481,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987532869,4300656,Removal of foreign body from conjunctiva,Procedure,MAPS_TO,,<auto>,1729857085680,
KEEB99,Maxillectomy,8090,,Finland,1.0,APPROVED,EQUAL,SBRU,1731938812871,4084585,Maxillectomy,Procedure,MAPS_TO,The DK source code refers to both procedures,<auto>,1729857085695,
KEEB99,Maxillectomy,8090,,Finland,1.0,APPROVED,EQUAL,SBRU,1731938812871,4343801,Hemimaxillectomy,Procedure,MAPS_TO,The DK source code refers to both procedures,SBRU,1731938805985,
KLDA00,Dilation of cervical canal,15122,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011937424,4337799,Dilation of cervical canal,Procedure,MAPS_TO,,<auto>,1729857085808,
KJAF11,Laparoscopic repair of umbilical hernia,7211,,Finland,1.0,APPROVED,EQUAL,SBRU,1731942033853,36675314,Laparoscopic repair of umbilical hernia,Procedure,MAPS_TO,,<auto>,1729857085808,
KJFB00,Partial excision of small intestine,33769,,Finland,1.0,APPROVED,EQUAL,SBRU,1731944756583,4184913,Partial excision of small intestine,Procedure,MAPS_TO,,<auto>,1729857085818,
KQBE20,Revision of scar of skin with excision,10760,,Finland,1.0,APPROVED,EQUAL,SBRU,1732039029028,4218111,Revision of scar of skin with excision,Procedure,MAPS_TO,,<auto>,1729857085821,
KJCA32,Sclerotherapy of esophageal varices,12190,,Finland,1.0,APPROVED,EQUAL,SBRU,1731942648326,4122330,Sclerotherapy of esophageal varices,Procedure,MAPS_TO,,<auto>,1729857085851,
KQCD00,Procedure on upper extremity,7020,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043127382,4043025,Procedure on upper extremity,Procedure,MAPS_TO,,<auto>,1729857085851,
KTGD00,Needle biopsy of lung,88636,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043728278,4167262,Needle biopsy of lung,Procedure,MAPS_TO,,<auto>,1729857085883,
KDKW20,Packing of posterior nasal cavity,13178,,Finland,1.0,APPROVED,EQUAL,SBRU,1731938157810,4007438,Packing of posterior nasal cavity,Procedure,MAPS_TO,,<auto>,1729857085992,
KJFG20,Partial excision of small intestine,6109,,Finland,1.0,APPROVED,EQUAL,SBRU,1732007358021,4184913,Partial excision of small intestine,Procedure,MAPS_TO,,<auto>,1729857086039,
KCJE20,Implantation of posterior chamber intraocular lens,1092804,,Finland,1.0,APPROVED,EQUAL,SBRU,1731927832499,4159965,Implantation of posterior chamber intraocular lens,Procedure,MAPS_TO,,<auto>,1729857086061,
KJAH00,Laparotomy,76691,,Finland,1.0,APPROVED,EQUAL,SBRU,1731942182888,4253523,Exploratory laparotomy,Procedure,MAPS_TO,The DK source term is eksploraativ laparotomi that maps to exploratory laparotomy,SBRU,1731942133451,
KQBB00,Closure of skin by suture,49716,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038958424,4213005,Closure of skin by suture,Procedure,MAPS_TO,,<auto>,1729857086114,
KCKD30,Drainage of subretinal fluid,6494,,Finland,1.0,APPROVED,EQUAL,SBRU,1731934755663,4335865,Drainage of subretinal fluid,Procedure,MAPS_TO,,<auto>,1729857086249,
KCKD50,Endodiathermy to retina,8099,,Finland,1.0,APPROVED,EQUAL,SBRU,1731934833472,4335864,Endodiathermy of retina,Procedure,MAPS_TO,,<auto>,1729857086293,
KLCB25,Endoscopic excision of lesion of uterus,86344,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011937424,4140707,Endoscopic excision of lesion of uterus,Procedure,MAPS_TO,,<auto>,1729857086302,
KTQW99,Procedure on skin,146854,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044439458,4040401,Procedure on skin,Procedure,MAPS_TO,,<auto>,1729857086309,
KKFA00,Incision and exploration of testis,6395,,Finland,1.0,APPROVED,EQUAL,SBRU,1732010428650,4328722,Incision and exploration of testis,Procedure,MAPS_TO,,<auto>,1729857086315,
KQBB99,Procedure on skin of trunk,87314,,Finland,1.0,APPROVED,EQUAL,SBRU,1732039029028,4043031,Procedure on skin of trunk,Procedure,MAPS_TO,,<auto>,1729857086335,
KNGB40,Unmapped,116225,,Finland,0.28,APPROVED,EQUAL,SBRU,1730709758566,4138870,Cemented prosthetic total arthroplasty of knee joint,Procedure,MAPS_TO,,SBRU,1730709633475,
KJAF30,Primary repair of umbilical hernia using prosthetic material,18191,,Finland,1.0,APPROVED,EQUAL,SBRU,1731942040659,4178647,Primary repair of umbilical hernia using prosthetic material,Procedure,MAPS_TO,,<auto>,1729857086493,
KABC21,Primary anterior decompression of cervical spinal cord,16326,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987250893,40488890,Primary anterior decompression of cervical spinal cord,Procedure,MAPS_TO,,<auto>,1729857086584,
KECB00,Suture of gingiva,15095,,Finland,1.0,APPROVED,EQUAL,SBRU,1731938549599,4070610,Suture of gingiva,Procedure,MAPS_TO,,<auto>,1729857086662,
KKGH10,Operation on prepuce,80685,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011196976,4073996,Operation on prepuce,Procedure,MAPS_TO,,<auto>,1729857086706,
KTJA10,Abdominal paracentesis,65658,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043839499,4231419,Abdominal paracentesis,Procedure,MAPS_TO,,<auto>,1729857086712,
KQCB05,Procedure on skin of upper extremity,17523,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043014576,4042323,Procedure on skin of upper extremity,Procedure,MAPS_TO,,<auto>,1729857086772,
KTNG11,Injection of diagnostic substance into skin,13578,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044141299,44791401,Injection of diagnostic substance into skin,Procedure,MAPS_TO,,<auto>,1729857086783,
KUJF32,Colonoscopy,1393892,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044729041,4249893,Colonoscopy,Procedure,MAPS_TO,,<auto>,1729857086802,
KQDH10,Transposition procedure,43961,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043399639,2751077,"Excision of Toe Nail, External Approach",Procedure,MAPS_TO,,SBRU,1732043396812,
KMBC10,Suture of obstetric laceration of vagina,118895,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012941047,4012330,Suture of obstetric laceration of vagina,Procedure,MAPS_TO,,<auto>,1729857086844,
KLGA10,Bilateral destruction of fallopian tubes,6368,,Finland,0.92,APPROVED,EQUIVALENT,SBRU,1729861880105,4199616,Destruction of bilateral fallopian tubes,Procedure,MAPS_TO,,<auto>,1729857086937,
KTPJ05,Fine needle aspiration of lymph node,108794,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044220076,4120966,Fine needle aspiration of lymph node,Procedure,MAPS_TO,,<auto>,1729857086949,
KJFB43,Left colectomy,6475,,Finland,1.0,APPROVED,EQUAL,SBRU,1731944953320,4219780,Left colectomy,Procedure,MAPS_TO,,<auto>,1729857086964,
KQAA99,Operative procedure on skin of head AND/OR neck,25715,,Finland,0.67,APPROVED,WIDER,SBRU,1730365997458,44783407,Destruction of tissue of skin,Procedure,MAPS_TO,,SBRU,1730365988826,
KLAF11,Laparoscopic bilateral salpingo-oophorectomy,33152,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011346667,43531512,Laparoscopic bilateral salpingo-oophorectomy,Procedure,MAPS_TO,,<auto>,1729857087018,
KQDA99,Disorder of skin of lower limb,33610,,Finland,0.66,APPROVED,WIDER,SBRU,1730366019765,44783407,Destruction of tissue of skin,Procedure,MAPS_TO,,SBRU,1730366008276,
KBBA30,Excision of lesion of parathyroid glands,11352,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987276663,4270198,Excision of lesion of parathyroid glands,Procedure,MAPS_TO,,<auto>,1729857087057,
KKCW98,Transurethral transection of the bladder,6409,,Finland,0.8,APPROVED,WIDER,SBRU,1730445213008,4032929,Operation on urinary bladder,Procedure,MAPS_TO,,SBRU,1730445102533,
KLCA20,Removal of uterine foreign body,8062,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011806532,4202558,Removal of uterine foreign body,Procedure,MAPS_TO,,<auto>,1729857087140,
KJFB46,Unmapped,16220,,Finland,0.28,APPROVED,EQUAL,SBRU,1730710001479,4225427,Sigmoid colectomy,Procedure,MAPS_TO,,SBRU,1730709999141,
KLDC03,Cone biopsy of cervix,76986,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012121133,4181912,Cone biopsy of cervix,Procedure,MAPS_TO,,<auto>,1729857087266,
KLEF40,Repair of enterocele by vaginal approach,8362,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012121133,4219236,Repair of enterocele by vaginal approach,Procedure,MAPS_TO,,<auto>,1729857087281,
KJFB20,Right hemicolectomy and end to end anastomosis of ileum to colon,7846,,Finland,1.0,APPROVED,EQUAL,SBRU,1731944829189,4018022,Right hemicolectomy and end to end anastomosis of ileum to colon,Procedure,MAPS_TO,,<auto>,1729857087308,
KTNG10,Aspiration of knee joint,76411,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044141299,4085866,Aspiration of knee joint,Procedure,MAPS_TO,,<auto>,1729857087419,
KKCD32,Cystoscopy and laser destruction of bladder lesion,136379,,Finland,1.0,APPROVED,EQUAL,SBRU,1732010047316,4021414,Cystoscopy and laser destruction of lesion of urinary bladder,Procedure,MAPS_TO,,<auto>,1729857087420,
KTFE00,Pericardiocentesis,8099,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043693938,4149930,Pericardiocentesis,Procedure,MAPS_TO,,<auto>,1729857087444,
KNDH10,Closed reduction of dislocation of wrist,6614,,Finland,1.0,APPROVED,EQUAL,SBRU,1732013557600,4088717,Closed reduction of dislocation of wrist,Procedure,MAPS_TO,,<auto>,1729857087459,
KCEC10,Recession of eye muscle,17947,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987495845,4239558,Recession of eye muscle,Procedure,MAPS_TO,,<auto>,1729857087472,
KLCA30,Transfer of embryo to uterus,86884,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011806532,44790511,Transfer of embryo to uterus,Procedure,MAPS_TO,,<auto>,1729857087493,
KNCJ40,Closed reduction of fracture of radius,10876,,Finland,1.0,APPROVED,EQUAL,SBRU,1732013231534,4338818,Closed reduction of fracture of radius,Procedure,MAPS_TO,,<auto>,1729857087591,
KTGA10,Percutaneous fine needle biopsy of pleura,9280,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043712576,4223645,Percutaneous fine needle biopsy of pleura,Procedure,MAPS_TO,,<auto>,1729857087600,
KJFG20,Closure of stoma of small intestine,6109,,Finland,1.0,APPROVED,EQUAL,SBRU,1732007360352,4187257,Closure of ileostomy,Procedure,MAPS_TO,The DK source code refers to Lukning af ileostomi whivh maps to closure of ileostomy,SBRU,1732007307238,
KABC56,Decompression of lumbar spine,74404,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987276663,4201395,Decompression of lumbar spine,Procedure,MAPS_TO,,<auto>,1729857087616,
KPHD99,Excision of vein,63375,,Finland,1.0,APPROVED,EQUAL,SBRU,1732037901706,4246197,Excision of vein,Procedure,MAPS_TO,,<auto>,1729857087640,
KTQW10,Application of dressing for burn,7303,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044425996,4207119,Excision of skin,Procedure,MAPS_TO,,SBRU,1732044406729,
KLGA00,Ligation of fallopian tube,7443,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012402267,4298948,Ligation of fallopian tube,Procedure,MAPS_TO,,<auto>,1729857087751,
KJAB11,Laparoscopic repair of inguinal hernia,91350,,Finland,1.0,APPROVED,EQUAL,SBRU,1731941917263,4033396,Laparoscopic repair of inguinal hernia,Procedure,MAPS_TO,,<auto>,1729857087791,
KACC51,Decompression of median nerve,150335,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987276663,4166080,Decompression of median nerve,Procedure,MAPS_TO,,<auto>,1729857087804,
KJEA01,Laparoscopic appendectomy,104639,,Finland,1.0,APPROVED,EQUAL,SBRU,1731944575526,4243973,Laparoscopic appendectomy,Procedure,MAPS_TO,,<auto>,1729857087838,
KELB30,Excision of submandibular gland,5962,,Finland,1.0,APPROVED,EQUAL,SBRU,1731939071090,4187383,Excision of submandibular gland,Procedure,MAPS_TO,,<auto>,1729857087876,
KQCB10,Dressing of wound,106773,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043075209,4080499,Dressing of wound,Procedure,MAPS_TO,,<auto>,1729857087934,
KQCB10,Dressing of wound,106773,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043075209,4042323,Procedure on skin of upper extremity,Procedure,MAPS_TO,,SBRU,1732043069091,
KUGC02,Rigid bronchoscopy,6450,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044671211,4262301,Rigid bronchoscopy,Procedure,MAPS_TO,,<auto>,1729857088039,
KTHW99,Operation on breast,14526,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043753087,4194253,Operation on breast,Procedure,MAPS_TO,,<auto>,1729857088043,
KUJD02,Endoscopy of stomach,1347562,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044708933,4297516,Endoscopy of stomach,Procedure,MAPS_TO,,<auto>,1729857088100,
KEKA10,Biopsy of lesion of cheek,7630,,Finland,1.0,APPROVED,EQUAL,SBRU,1731939029359,4155658,Biopsy of lesion of cheek,Procedure,MAPS_TO,,<auto>,1729857088128,
KNAG40,Cervical arthrodesis by anterior technique,15448,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012941047,4242873,Cervical arthrodesis by anterior technique,Procedure,MAPS_TO,,<auto>,1729857088157,
KCKC60,Scleral buckling with implant,7060,,Finland,1.0,APPROVED,EQUAL,SBRU,1731927884565,4068770,Scleral buckling with implant,Procedure,MAPS_TO,,<auto>,1729857088200,
KQCB05,Operation on skin wound,17523,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043014576,4120998,Operation on skin wound,Procedure,MAPS_TO,,<auto>,1729857088263,
KQCE00,Specimen from upper limb,8036,,Finland,0.58,APPROVED,EQUAL,SBRU,1732043191168,4154120,Excision of lesion of skin of upper extremity,Procedure,MAPS_TO,,SBRU,1732043188558,
KTND11,Intra-articular injection,6556,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044087128,4101113,Intra-articular injection,Procedure,MAPS_TO,,<auto>,1729857088304,
KMAC00,Forewater rupture of amniotic membrane,115540,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012796126,4073419,Forewater rupture of amniotic membrane,Procedure,MAPS_TO,,<auto>,1729857088310,
KULC12,Microhysteroscopy,17994,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044832847,4127240,Microhysteroscopy,Procedure,MAPS_TO,,<auto>,1729857088340,
KLEF00,Anterior colporrhaphy for repair of cystocele without repair of urethrocele,66316,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012121133,4235014,Anterior colporrhaphy for repair of cystocele without repair of urethrocele,Procedure,MAPS_TO,,<auto>,1729857088454,
KNGJ40,Closed reduction of fracture of lower limb,6383,,Finland,1.0,APPROVED,EQUAL,SBRU,1732013865557,40310989,Closed reduction of fracture of lower limb,Procedure,MAPS_TO,,<auto>,1729857088494,
KLDC03,Cauterization of lesion of cervix,76986,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012121133,4254105,Cauterization of lesion of cervix,Procedure,MAPS_TO,,<auto>,1729857088592,
KTJK00,Intraoperative cholangiogram,6409,,Finland,1.0,APPROVED,EQUAL,SBRU,1732043878451,4270640,Intraoperative cholangiography,Procedure,MAPS_TO,,<auto>,1729857088601,
KTQW10,Change of dressing,7303,,Finland,1.0,APPROVED,EQUAL,SBRU,1732044425996,4207119,Excision of skin,Procedure,MAPS_TO,,SBRU,1732044421109,
KJDA60,Closure of perforated gastric ulcer,6365,,Finland,1.0,APPROVED,EQUAL,SBRU,1731944005951,4069351,Closure of perforated gastric ulcer,Procedure,MAPS_TO,,<auto>,1729857088684,
KJFF23,Transverse colostomy,6079,,Finland,1.0,APPROVED,EQUAL,SBRU,1732006936677,4261365,Transverse colostomy,Procedure,MAPS_TO,,<auto>,1729857088709,
KHAC15,Subcutaneous mastectomy,6603,,Finland,1.0,APPROVED,EQUAL,SBRU,1731940921194,4322169,Subcutaneous mastectomy,Procedure,MAPS_TO,,<auto>,1729857088722,
KPJD51,Block dissection of cervical lymph nodes,13495,,Finland,1.0,APPROVED,EQUAL,SBRU,1732037901706,4075296,Block dissection of cervical lymph nodes,Procedure,MAPS_TO,,<auto>,1729857088742,
KLCA96,Operation on uterus,6350,,Finland,1.0,APPROVED,EQUAL,SBRU,1732011937424,4195757,Operation on uterus,Procedure,MAPS_TO,,<auto>,1729857088747,
KAAB00,Excision of lesion of brain tissue,17781,,Finland,1.0,APPROVED,EQUAL,SBRU,1730986506391,37169827,Excision of lesion of brain,Procedure,MAPS_TO,,<auto>,1729857088793,
KJLB28,Endoscopic procedure,7494,,Finland,1.0,APPROVED,EQUAL,SBRU,1732009549059,4179713,Endoscopic procedure,Procedure,MAPS_TO,,<auto>,1729857088793,
KDDA00,Small fenestra stapedectomy,7817,,Finland,1.0,APPROVED,EQUAL,SBRU,1731936274410,4336150,Small fenestra stapedectomy,Procedure,MAPS_TO,,<auto>,1729857088850,
KQBE10,Skin of trunk excision,148924,,Finland,1.0,APPROVED,EQUAL,SBRU,1732039029028,4030033,Skin of trunk excision,Procedure,MAPS_TO,,<auto>,1729857088851,
KTCK00,Phototoxicity,7056,,Finland,0.46,APPROVED,WIDER,SBRU,1729860881002,4042493,Procedure on posterior segment of eye,Procedure,MAPS_TO,,SBRU,1729860864173,
KLCA16,Unmapped,6508,,Finland,0.28,APPROVED,EQUAL,SBRU,1730710376227,4141940,Endometrial ablation,Procedure,MAPS_TO,,SBRU,1730710336878,
KCBJ30,Repair of eyelid,14436,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987404911,4161828,Repair of eyelid,Procedure,MAPS_TO,,<auto>,1729857088993,
KJDH70,Closure of perforated duodenal ulcer,6245,,Finland,1.0,APPROVED,EQUAL,SBRU,1731944488610,4066636,Closure of perforated duodenal ulcer,Procedure,MAPS_TO,,<auto>,1729857089011,
KDMB20,Functional endoscopic sinus surgery - therapeutic endoscopy of nose and sinus,44839,,Finland,0.7,APPROVED,WIDER,SBRU,1730367957028,37163781,Functional endoscopic sinus surgery,Procedure,MAPS_TO,,<auto>,1729857089067,
KMBA00,Aspiration curettage of uterus after abortion,116619,,Finland,1.0,APPROVED,EQUAL,SBRU,1732012796126,4214018,Aspiration curettage of uterus after abortion,Procedure,MAPS_TO,,<auto>,1729857089117,
KCHD15,Iridectomy,9861,,Finland,1.0,APPROVED,EQUAL,SBRU,1731927519502,4137588,Surgical construction of filtration bleb,Procedure,MAPS_TO,,SBRU,1731927442754,
KKAC01,Laparoscopic total nephrectomy,7405,,Finland,1.0,APPROVED,EQUAL,SBRU,1732009554291,40487349,Laparoscopic total nephrectomy,Procedure,MAPS_TO,,<auto>,1729857089137,
KCBJ50,Browlift,13271,,Finland,1.0,APPROVED,EQUAL,SBRU,1730987404911,4070230,Browlift,Procedure,MAPS_TO,,<auto>,1729857089175,
KQCH00,Avulsion injury of fingernail,5934,,Finland,0.62,APPROVED,EQUIVALENT,SBRU,1730364514381,4143663,Removal of nail plate,Procedure,MAPS_TO,,<auto>,1729857089250,
KPGH40,Bypass of axillary artery,6416,,Finland,1.0,APPROVED,EQUAL,SBRU,1732014032954,42872692,Bypass of axillary artery,Procedure,MAPS_TO,,<auto>,1729857089325,
KQBB05,Revision,15716,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038953027,4041249,Revision,Procedure,MAPS_TO,,<auto>,1729857089379,
KQBB05,Revision,15716,,Finland,1.0,APPROVED,EQUAL,SBRU,1732038953027,4043022,Procedure on trunk,Procedure,MAPS_TO,,SBRU,1732038946212,
KKEB00,Biopsy of prostate,7998,,Finland,1.0,APPROVED,EQUAL,SBRU,1732010423438,4278515,Biopsy of prostate,Procedure,MAPS_TO,,<auto>,1729857089394,
KTJL00,Unmapped,7876,,Finland,0.28,APPROVED,EQUAL,SBRU,1730710872499,4019134,Needle biopsy of pancreas,Procedure,MAPS_TO,,SBRU,1730710514394,
